SchoolID,SchoolName,FullName,CPS Unit,Latitude,Longitude
400107,Learn Chrt - So Chicago,LEARN  Charter School-South Chicago Campus,8029,41.73332966,-87.54444182
400151,Learn Chtr - 7,Learn Charter 7 ES,9608,41.88751636,-87.70216585
400046,Learn Chtr - Butler,LEARN Charter ES - Romano Butler Campus,6770,41.86727351,-87.71064278
400047,Learn Chtr - Campbell,LEARN Charter ES - Charles and Dorothy Campbell,8072,41.87786113,-87.69870201
400048,Learn Chtr - Excel,LEARN Charter ES - Excel,6775,41.87494036,-87.68628988
400111,Learn Chtr - Hunter Perkins,LEARN Charter School - Hunter Perkins,8677,41.74309433,-87.66572044
400165,Learn Chtr - Middle,LEARN Charter - Middle School Campus,9629,41.79356519,-87.64141858
610291,Lee,Richard Henry Lee Elementary School,7170,41.74235101,-87.70957305
400049,Legacy Chtr Campus,Legacy Charter Elementary School,5870,41.85690714,-87.73046974
400119,Legal Prep Chtr - Academy,Legal Prep Charter Academy,9036,41.88189299,-87.73385287
610305,Leland,George Leland Elementary School,7320,41.74889566,-87.63475126
610298,Lenart,Lenart Elementary Regional Gifted Center,7240,41.68103204,-87.64695744
610036,Lewis,Leslie Lewis Elementary School,4450,41.91390017,-87.63752813
610037,Libby,Arthur A Libby Elementary School,4470,41.86293259,-87.71295615
610038,Lincoln,Abraham Lincoln Elementary School,4480,41.90682557,-87.75458668
609738,Lincoln Park HS,Lincoln Park High School,1620,41.80210467,-87.61193147
610391,Lindblom HS,Robert Lindblom Math & Science Academy HS,7110,41.89444938,-87.72612961
400137,Little Black Pearl,Little Black Pearl Art and Design Academy,9054,41.80966806,-87.59933939
609834,Little Village,Little Village Elementary School,2590,41.79503038,-87.79158115
610040,Lloyd,Henry D Lloyd Elementary School,4500,41.92455225,-87.64449813
400011,"Locke, A Chtr",Alain Locke Charter Elementary Academy,4730,41.87727579,-87.705235
610041,"Locke, J",Josephine C Locke Elementary School,4510,41.94000853,-87.70267142
610325,Logandale,Logandale Middle School,7560,41.95198844,-87.72028376
610541,Lorca,Federico Garcia Lorca Elementary School,8330,41.90508169,-87.64484062
610043,Lovett,Joseph Lovett Elementary School,4530,41.91881366,-87.74855175
610044,Lowell,James Russell Lowell Elementary School,4540,41.93176296,-87.79556733
610029,Lozano,Rodolfo Lozano Bilingual & International Ctr ES,4380,41.7897226,-87.77917859
,Lozano Leadership Academy - Mastery Campus,Instituto Charter Rudy Lozano - RLLAM,9628,41.75269664,-87.55089097
610046,Lyon,Mary Lyon Elementary School,4560,41.91274547,-87.78391939
610215,Madero,Francisco I Madero Middle School,6310,41.97114093,-87.70970075
610047,Madison,James Madison Elementary School,4570,41.90649215,-87.71021638
610574,"Mandela, W",Winnie Mandela High School,9639,41.75201532,-87.57591967
610048,Manierre,George Manierre Elementary School,4580,41.93419147,-87.77721094
609722,Manley HS,Manley Career Academy High School,1460,41.95476353,-87.66898945
610052,Mann,Horace Mann Elementary School,4610,41.90824752,-87.63978979
610502,Marine Military HS,Marine Military Math and Science Academy,1085,41.86414328,-87.70207761
610053,Marquette,Marquette Elementary School,4620,41.92048339,-87.75821282
610054,Marsh,John L Marsh Elementary School,4630,41.74827449,-87.574779
609723,Marshall HS,John Marshall Metropolitan High School,1470,41.94667202,-87.69101274
610321,"Marshall, T",Thurgood Marshall Middle School,7520,41.8238993,-87.69211361
610056,Mason,Roswell B Mason Elementary School,4650,41.71658839,-87.5524468
609724,Mather HS,Stephen T Mather High School,1480,41.87096639,-87.69989621
610059,Mayer,Oscar F Mayer Elementary School,4680,41.85690714,-87.73046974
610290,Mays,Benjamin E Mays Elementary Academy,7150,42.00773,-87.67316926
609968,Mcauliffe,Sharon Christa McAuliffe Elementary School,3770,41.85274657,-87.69624382
610062,Mcclellan,George B McClellan Elementary School,4710,41.92320419,-87.6572507
610063,Mccormick,Cyrus H McCormick Elementary School,4720,41.8742722,-87.66098384
610269,Mccutcheon,John T McCutcheon Elementary School,6910,41.77989998,-87.61725084
610066,Mcdade,James E McDade Elementary Classical School,4750,41.84226791,-87.70626341
610312,Mcdowell,Mary E McDowell Elementary School,7390,41.87358753,-87.74923885
610067,Mckay,Francis M McKay Elementary School,4760,41.77542335,-87.60939386
610282,Mcnair,Ronald E McNair Elementary School,7040,41.76067315,-87.60675439
610070,Mcpherson,James B McPherson Elementary School,4800,41.76814253,-87.69182316
610293,Melody,Genevieve Melody Elementary School,7190,41.77270938,-87.63724981
609902,Metcalfe,Ralph H Metcalfe Elementary Community Academy,3190,41.68539096,-87.62165207
610171,Mireles,Arnold Mireles Elementary Academy,5880,41.81033375,-87.66873534
610073,Mitchell,Ellen Mitchell Elementary School,4840,41.92398269,-87.76151562
610276,Mollison,Irvin C Mollison Elementary School,6950,41.87378751,-87.70224062
610074,Monroe,James Monroe Elementary School,4850,41.96784742,-87.67625149
610075,Montefiore,Moses Montefiore Special Elementary School,4860,41.8921096,-87.68318543
400116,Montessori Chtr - Englewood,The Montessori School of Englewood Charter,9033,41.77416435,-87.67505995
610076,Moos,Bernhard Moos Elementary School,4870,41.93001604,-87.71922457
609725,Morgan Park HS,Morgan Park High School,1490,41.87841665,-87.70804948
610077,Morrill,Donald Morrill Math & Science Elementary School,4880,41.86472459,-87.66640753
610257,Morton,Morton School of Excellence,6800,41.85891089,-87.71574392
610082,Mount Greenwood,Mount Greenwood Elementary School,4940,41.94903073,-87.65157417
610086,Mount Vernon,Mount Vernon Elementary School,4980,41.97015232,-87.78963079
610088,Mozart,Wolfgang A Mozart Elementary School,5000,41.70195278,-87.64761588
610385,Multicultural Acad Scholarship,Multicultural Academy of Scholarship,7630,41.83603568,-87.73412164
610089,Murphy,John B Murphy Elementary School,5020,41.77658371,-87.79060515
610090,Murray,Phillip Murray Elementary Language Academy,5030,41.92091025,-87.72185141
400050,Namaste Chtr Campus,Namaste Charter Elementary School,7920,41.82569905,-87.66776072
610092,Nash,Henry H Nash Elementary School,5050,41.79853508,-87.59337707
610231,National Teachers,National Teachers Elementary Academy,6480,41.90708044,-87.67776177
610093,Neil,Jane A Neil Elementary School,5060,41.66487274,-87.63899431
610094,Nettelhorst,Louis Nettelhorst Elementary School,5070,41.892202,-87.74721568
610284,New Field,New Field Elementary School,7060,41.76031547,-87.5568187
610193,New Sullivan,William K New Sullivan Elementary School,6100,41.99535815,-87.68482955
610095,Newberry,Walter L Newberry Math & Science Academy ES,5080,41.73840604,-87.62097009
609793,Nicholson Tech Acad,Nicholson Technology Academy,2200,41.77421901,-87.6535318
610096,Nightingale,Florence Nightingale Elementary School,5090,41.94163726,-87.64452448
610097,Nixon,William P Nixon Elementary School,5100,41.91391978,-87.64598962
400045,Nkrumah Contr,Kwame Nkrumah Academy Elementary School,2055,41.698021,87.631063
610098,Nobel,Alfred Nobel Elementary School,5110,41.79771494,-87.6891022
400157,Noble Street Chtr - Baker College Prep,Noble Street Charter Orange HS,9614,41.73370609,-87.55775924
400097,Noble Street Chtr - Chgo Bulls,Noble Street Charter - Chicago Bulls College,8078,41.87878137,-87.67819449
400052,Noble Street Chtr - Comer,Noble Street Charter - Gary Comer College Prep,1935,41.76525442,-87.60459813
400053,Noble Street Chtr - Golder,Noble Street Charter - Golder College Prep,1934,41.89525476,-87.66448223
400106,Noble Street Chtr - Johnson,Noble Street Charter School Ã¢â¬â Johnson HS,8028,41.77837005,-87.63508004
400098,Noble Street Chtr - Muchin,Noble Street Charter - Muchin College Prep,8079,41.88208565,-87.62774111
400051,Noble Street Chtr - Noble,Noble Street Charter - Noble Street College Prep,1930,41.90019103,-87.66259106
400054,Noble Street Chtr - Pritzker,Noble Street Charter - Pritzker College Prep,1931,41.91524155,-87.73012683
400156,Noble Street Chtr - Pullman College Prep,Noble Street Charter  Crimson HS,9613,41.70744607,-87.60306435
400118,Noble Street Chtr - Purple,Noble Street Charter School - Purple,9035,41.86931199,-87.71056333
400055,Noble Street Chtr - Rauner,Noble Street Charter - Rauner College Prep,1932,41.89245245,-87.66085955
400056,Noble Street Chtr - Rowe Clark,Noble Street Charter - Rowe-Clark Math & Sci Acad,1933,41.8953897,-87.7180473
400117,Noble Street Chtr - Silver HS,Noble Street Charter School - Silver,9034,41.73444231,-87.6509501
400057,Noble Street Chtr - Uic,Noble Street Charter - UIC College Prep,1936,41.86581671,-87.67614763
610354,North River,North River Elementary School,7890,41.73884328,-87.72999192
609691,North-grand HS,North-Grand High School,1140,41.90154615,-87.63446373
609744,Northside Learning HS,Northside Learning Center High School,1690,41.89899528,-87.66744615
609749,Northside Prep HS,Northside College Preparatory High School,1740,41.80377183,-87.59045756
610051,Northwest,Northwest Middle School,4600,41.75954765,-87.59074904
610099,Norwood Park,Norwood Park Elementary School,5120,41.91958088,-87.73145683
400058,Nth Lawndale Chtr - Christiana,North Lawndale College Prep Charter - Christiana,1105,41.85851913,-87.70795224
400059,Nth Lawndale Chtr - Collins,North Lawndale College Prep Charter - Collins,1106,41.86414328,-87.70207761
610103,O'keeffe,Isabelle C O'Keeffe Elementary School,5180,41.89997649,-87.62929657
610108,O'toole,Luke O'Toole Elementary School,5230,41.90014026,-87.73122387
610101,Ogden,William B Ogden Elementary School,5150,41.98813256,-87.80295418
610529,Ogden HS,Ogden International High School,8083,41.893528,87.65941
610102,Oglesby,Richard J Oglesby Elementary School,5170,41.9069065,-87.73247982
610569,Ombudsman 1 HS,Ombudsman #1,9634,41.86645041,-87.70660313
610570,Ombudsman 2 HS,Ombudsman #2,9635,41.76682098,-87.58586708
610571,Ombudsman 3 HS,Ombudsman #3,9636,41.93940577,-87.70520611
610104,Onahan,William J Onahan Elementary School,5190,41.75467057,-87.64543285
610105,Oriole Park,Oriole Park Elementary School,5200,41.76860289,-87.57276931
610329,Orozco,Orozco Fine Arts & Sciences Elementary School,7610,41.73370609,-87.55775924
610389,Orr HS,Orr Academy High School,1830,41.83603568,-87.73412164
609950,Ortiz De Dominguez,Josefa Ortiz De Dominguez Elementary School,3630,41.81330446,-87.64330757
610107,Otis,James Otis Elementary School,5220,41.97850099,-87.81201727
610109,Owen,William Bishop Owen Scholastic Academy ES,5240,41.89180557,-87.66546296
610111,Palmer,John Palmer Elementary School,5260,41.74284939,-87.70578572
610115,Park Manor,Park Manor Elementary School,5290,41.97328884,-87.73924971
610112,Parker,Francis W Parker Elementary Community Academy,5270,41.8273827,-87.61978028
610116,Parkside,Parkside Elementary Community Academy,5300,41.77079113,-87.63522955
610117,Pasteur,Louis Pasteur Elementary School,5310,41.76647601,-87.61158224
610557,Pathways Education HS,Pathways in Education,8687,41.86854845,-87.66496825
610568,Pathways Education HS - Avondale,Pathways in Education Avondale,9633,41.76389542,-87.64916099
609680,Payton HS,Walter Payton College Preparatory High School,1090,41.8730667,-87.62763862
610386,Peace & Education HS,Peace & Education Coalition High School,1123,41.83603568,-87.73412164
610120,Peck,Ferdinand Peck Elementary School,5340,41.76855571,-87.58291773
610122,Peirce,Helen Peirce International Studies ES,5360,41.78787154,-87.71921547
610123,Penn,William Penn Elementary School,5370,41.87159493,-87.68365236
609872,Perez,Manuel Perez Elementary School,2930,41.84560303,-87.73115617
610126,Pershing,John J Pershing Elementary Humanities Magnet,5400,41.72853462,-87.59621999
400062,Perspectives Chtr - Calumet Tech,Perspectives Charter - Calumet Technology,1962,41.74593463,-87.65232814
400066,Perspectives Chtr - Iit,Perspectives Charter - IIT Math & Science Academy,1964,41.82778341,-87.62482441
400064,Perspectives Chtr - Joslin,Perspectives Charter - Rodney D Joslin,1960,41.85597605,-87.62851099
400061,Perspectives Chtr - Leadership Academy,Perspectives Charter Leadership Academy HS,1961,41.74593463,-87.65232814
610127,Peterson,Mary Gage Peterson Elementary School,5410,41.84810153,-87.68070784
609727,Phillips HS,Wendell Phillips Academy High School,1510,41.69201112,-87.66567557
610304,Phoenix Military HS,Phoenix Military Academy High School,7310,41.76530755,-87.64133368
610106,Piccolo,Brian Piccolo Elementary Specialty School,5210,41.99376291,-87.79310811
610129,Pickard,Josiah Pickard Elementary School,5430,41.9815576,-87.7125458
610013,Pilsen,Pilsen Elementary Community Academy,4210,41.9846415,-87.70049265
610130,Pirie,John T Pirie Fine Arts & Academic Center ES,5440,41.70660231,-87.64761378
610131,Plamondon,Ambrose Plamondon Elementary School,5450,41.85292784,-87.68329075
400068,Plato Contr,Plato Learning Academy Elementary School,2045,41.87278787,-87.76333753
610132,Poe,Edgar Allan Poe Elementary Classical School,5460,41.7403128,-87.60789026
400069,Polaris Chtr Campus,Polaris Charter Academy Elementary School,4150,41.89255083,-87.70775976
610135,Portage Park,Portage Park Elementary School,5490,41.70263055,-87.60638256
610281,Powell,Adam Clayton Powell Paideia Community Academy ES,7010,41.81435776,-87.61665462
610136,Prescott,William H Prescott Elementary School,5500,41.89323619,-87.71876057
610533,Prieto,Dr Jorge Prieto Math and Science,8023,41.76778255,-87.59039658
610229,Pritzker,A.N. Pritzker School,6460,41.84007983,-87.72558233
400070,Prologue HS,Prologue Early College High School,1135,41.90289709,-87.66374073
400109,Prologue-johnston Chtr HS,Prologue-Joshua Johnston Charter School,8670,41.72116389,-87.66241631
609679,Prosser HS,Charles Allen Prosser Career Academy High School,1070,41.84022611,-87.61760075
400071,Providence Chtr - Bunche,Providence Englewood Charter - Bunche,6700,41.77536675,-87.66403248
610137,Prussing,Ernst Prussing Elementary School,5510,41.9569602,-87.76100639
610138,Pulaski,Pulaski International School of Chicago,5520,41.92881366,-87.6695269
610139,Pullman,George M Pullman Elementary School,5530,41.96561978,-87.77237741
610334,Raby HS,Al Raby High School,7690,41.93394276,-87.70804004
609941,Randolph,Asa Philip Randolph Elementary School,3550,41.83703772,-87.71869572
610141,Ravenswood,Ravenswood Elementary School,5550,41.91845884,-87.68380056
610142,Ray,William H Ray Elementary School,5560,41.6888189,-87.60946757
610143,Reavis,William C Reavis Math & Science Specialty ES,5580,41.96074633,-87.67088566
610144,Reilly,Frank W Reilly Elementary School,5590,41.79234734,-87.59478873
610145,Reinberg,Peter A Reinberg Elementary School,5600,41.80414635,-87.60492484
610146,Revere,Paul Revere Elementary School,5610,41.94106655,-87.71954001
609682,Richards HS,Ellen H Richards Career Academy High School,1110,41.92006006,-87.76101158
610390,Rickover HS,Hyman G Rickover Naval Academy High School,7140,41.80351526,-87.6673411
609707,Robeson HS,Paul Robeson High School,1320,41.84855921,-87.70874232
610256,Robinson,Jackie Robinson Elementary School,6780,41.87989725,-87.68031588
610147,Rogers,Philip Rogers Elementary School,5630,41.94301828,-87.76901937
609728,Roosevelt HS,Theodore Roosevelt High School,1520,41.69273509,-87.6163519
400096,Rowe,Rowe Elementary School,8077,41.90779777,-87.66403574
610308,Rudolph,Wilma Rudolph Elementary Learning Center,7350,41.8788478,-87.68872395
610152,Ruggles,Martha Ruggles Elementary School,5660,42.01526531,-87.69722219
610125,Ruiz,Irma C Ruiz Elementary School,5390,41.85838712,-87.72126297
610153,Ryder,William H Ryder Math & Science Specialty ES,5670,41.80714233,-87.66607361
610342,Sabin,Albert R Sabin Elementary Magnet School,7790,41.75892526,-87.64918005
610250,Salazar,Rueben Salazar Elementary Bilingual Center,6720,41.94213774,-87.77643154
610226,Sandoval,Socorro Sandoval Elementary School,6430,41.76504846,-87.65820406
610017,Saucedo,Maria Saucedo Elementary Scholastic Academy,4250,41.85806537,-87.6522649
610155,Sauganash,Sauganash Elementary School,5690,41.75194512,-87.61810309
610157,Sawyer,Sidney Sawyer Elementary School,5710,41.73537992,-87.63880607
610158,Sayre,Harriet E Sayre Elementary Language Academy,5720,41.99115476,-87.74592021
610159,Scammon,Jonathan Y Scammon Elementary School,5730,41.79749878,-87.70496912
610178,Schmid,Theophilus Schmid Elementary School,5950,41.69091954,-87.65863245
610297,School Of Leadrshp HS,High School of Leadership at South Shore,7230,41.87882637,-87.72466192
610165,Schubert,Franz Peter Schubert Elementary School,5800,41.94170504,-87.73217949
609729,Schurz HS,Carl Schurz High School,1530,41.82385253,-87.61979574
609730,Senn HS,Nicholas Senn High School,1540,41.96480045,-87.71481814
610167,Seward,William H Seward Communication Arts Academy ES,5820,42.01691907,-87.81419582
400073,Shabazz Chtr - Dusable,Betty Shabazz Intl Charter - DuSable Leadership,4140,41.80455878,-87.62441056
400072,Shabazz Chtr - Shabazz,Betty Shabazz Intl Charter,4520,41.75245804,-87.6002912
400074,Shabazz Chtr - Sizemore,Betty Shabazz Intl Charter - Barbara A Sizemore,5130,41.76739068,-87.66760236
610081,Sheridan,Mark Sheridan Elementary Math & Science Academy,4920,41.7843127,-87.68858591
610172,Sherman,William T Sherman Elementary School,5890,41.81106945,-87.70416193
610173,Sherwood,Jesse Sherwood Elementary School,5900,41.73171742,-87.55275132
610174,Shields,James Shields Elementary School,5910,41.79973978,-87.65021158
610559,Shields Middle,James Shields Middle School,9597,41.73521159,-87.70405939
610175,Shoesmith,Beulah Shoesmith Elementary School,5920,41.79082769,-87.63227934
610176,Shoop,John D Shoop Math-Science Technical Academy ES,5930,41.81590997,-87.68961056
609692,Simeon HS,Neal F Simeon Career Academy High School,1150,41.80288087,-87.66231452
609750,Simpson HS,Simpson Academy High School for Young Women,1750,41.84253385,-87.69522432
610177,Skinner,Mark Skinner Elementary School,5940,41.80426658,-87.59390428
610534,Skinner North,Skinner North,8024,41.7934519,-87.71136903
609978,Smith,Wendell Smith Elementary School,3870,41.99451345,-87.66850327
610179,Smyser,Washington D Smyser Elementary School,5960,41.87907511,-87.65941827
610180,Smyth,John M Smyth Elementary School,5970,41.71698818,-87.5969685
610182,Solomon,Hannah G Solomon Elementary School,5980,41.95886865,-87.78193778
610543,Solorio HS,Eric Solorio Academy High School,8550,41.94004313,-87.72481174
609990,South Loop,South Loop Elementary School,3960,41.81578839,-87.6336278
610547,South Shore Intl HS,South Shore Intl College Prep High School,8676,41.79520166,-87.71102218
610530,Southshore,South Shore Fine Arts Academy,2015,41.93579404,-87.68059876
609745,Southside HS,Southside Occupational Academy High School,1700,41.78052693,-87.71797709
610183,Spencer Tech Acad,Spencer Technology Academy,6000,41.86537846,-87.65344524
610184,Spry,John Spry Elementary Community School,6010,41.99394269,-87.72400585
610357,Spry HS,Spry Community Links High School,7930,41.96172181,-87.70711398
610339,Stagg,Amos Alonzo Stagg Elementary School,7760,41.85772737,-87.67520985
609732,Steinmetz College Prep HS,Charles P Steinmetz College Preparatory HS,1560,41.94634323,-87.73563527
610548,Stem ES,STEM Magnet Academy,8678,41.77110651,-87.73992096
610185,Stevenson,Adlai E Stevenson Elementary School,6030,41.88487712,-87.75040802
610163,Stock,Frederick Stock Elementary School,5770,41.91415123,-87.79868397
610191,Stone,Stone Elementary Scholastic Academy,6070,41.7471076,-87.73162905
610192,Stowe,Harriet Beecher Stowe Elementary School,6080,41.69649548,-87.64001021
610405,Suder,Suder Montessori Magnet ES,6340,41.76437964,-87.70644401
609733,Sullivan HS,Roger C Sullivan High School,1570,41.98903319,-87.665188
610194,Sumner,Charles Sumner  Math & Science Community Acad ES,6110,41.91191064,-87.71331702
610195,Sutherland,Elizabeth H Sutherland Elementary School,6120,41.7438281,-87.54296425
610196,Swift,George B Swift Elementary Specialty School,6130,41.87080269,-87.73351105
609734,Taft HS,William Howard Taft High School,1580,41.93563421,-87.78347849
610197,Talcott,Mancel Talcott Elementary School,6140,41.71144444,-87.67685779
610249,Talman,Talman Elementary School,6680,41.79846442,-87.62572824
610279,Tanner,Henry O Tanner Elementary School,6970,41.86183685,-87.70310206
610396,Tarkington,Tarkington School of Excellence ES,7160,41.83603568,-87.73412164
610198,Taylor,Douglas Taylor Elementary School,6150,41.98913968,-87.65825931
610506,Team HS,TEAM Englewood Community Academy High School,8080,41.86701365,-87.7263137
609921,Telpochcalli,Telpochcalli Elementary School,3380,41.78518334,-87.60859624
610504,Thomas,Velma F Thomas Early Childhood Center,6710,41.8788478,-87.68872395
610200,"Thorp, J",James N Thorp Elementary School,6180,41.71547037,-87.53293414
610201,"Thorp, O",Ole A Thorp Elementary Scholastic Academy,6190,41.67753288,-87.65811158
609735,Tilden HS,Edward Tilden Career Community Academy HS,1590,42.00268693,-87.66922893
610065,Till,Emmett Louis Till Math and Science Academy,4740,41.82999233,-87.64113926
610202,Tilton,George W Tilton Elementary School,6210,41.73332966,-87.54444182
610203,Tonti,Enrico Tonti Elementary School,6220,41.94854387,-87.77763072
609895,Turner-drew,Turner-Drew Elementary Language Academy,3110,41.78095523,-87.78756777
610206,Twain,Mark Twain Elementary School,6240,41.88410161,-87.7306031
400075,Univ Of Chgo Chtr - Donoghue,University of Chicago Charter - Donoghue,2600,41.8277516,-87.60851429
400076,Univ Of Chgo Chtr - Nko,University of Chicago Charter - NKO,3060,41.81138912,-87.5985199
400077,Univ Of Chgo Chtr - Woodlawn,University of Chicago Charter - Woodlawn,3061,41.77811851,-87.59808045
400078,Univ Of Chgo Chtr - Woodson,University of Chicago Charter - Carter G Woodson,3062,41.81361484,-87.60836253
400101,Uno Chtr  - Sandra Cisneros,UNO Charter - Sandra Cisneros,8094,41.82285632,-87.6939949
400112,Uno Chtr - 51st - Homan,UNO 51st and Homan Charter Elementary School,8671,41.80104339,-87.70876013
400081,Uno Chtr - De Las Casas,UNO Charter - Bartolome de Las Casas,3341,41.85953145,-87.66794975
400082,Uno Chtr - Fuentes,UNO Charter - Carlos Fuentes,3342,41.93750322,-87.69959378
400153,Uno Chtr - Immaculate Conception,UNO Charter 15 ES,9610,41.81311002,-87.69320171
400085,Uno Chtr - Major Hector P.Garcia,UNO Charter School - Major Hector P.Garcia MD Campus,3343,41.80784007,-87.73035914
400089,Uno Chtr - Marquez,UNO Charter School - Officer Donald J. Marquez,3346,41.80828139,-87.69739333
400120,Uno Chtr - Near West,UNO Charter - Near West Elementary,9600,41.91795212,-87.7877937
400121,Uno Chtr - Northside,UNO Charter - Rogers Park ES,9038,42.01647818,-87.68436901
400083,Uno Chtr - Paz,UNO Charter - Octavio Paz Campus,5810,41.85006285,-87.69255161
400080,Uno Chtr - Pfc Omar E.Torres,UNO Charter School - PFC Omar E.Torres Campus,3345,41.80784007,-87.73035914
400149,Uno Chtr - Soccer Academy,UNO Soccer Academy High School,9640,41.80176207,-87.71106166
400079,Uno Chtr - Spc Daniel Zizumbo,UNO Charter School - SPC Daniel Zizumbo Campus,3344,41.80784007,-87.73035914
400114,Uno Chtr - St Marks,UNO Charter Elementary School St Marks,8093,41.9003162,-87.68989506
400084,Uno Chtr - Tamayo,UNO Charter - Rufino Tamayo,3340,41.79992965,-87.6938983
610394,Uplift HS,Uplift Community High School,2210,41.7820414,-87.67162519
400105,Urban Prep Chtr - Bronzeville,Urban Prep Academy for Young Men - Bronzeville,8027,41.84404358,-87.62851675
400086,Urban Prep Chtr - Englewood,Urban Prep Acad for Young Men Charter - Englewood,7030,41.78150519,-87.63501534
400102,Urban Prep Chtr - West,Urban Prep Academy for Young Men - West,8096,41.86251258,-87.66010572
610207,Vanderpoel,John H Vanderpoel Elementary Magnet School,6250,41.78752267,-87.70821584
609766,Vaughn HS,Jacqueline B Vaughn Occupational High School,1920,41.70585944,-87.6537126
609871,Vick,Barbara Vick Early Childhood & Family Center,2920,41.78468135,-87.65713255
610518,Voise HS,VOISE Academy High School,1145,41.82814579,-87.6327203
610209,Volta,Alessandro Volta Elementary School,6270,41.72082321,-87.66552293
610039,Von Linne,Carl von Linne Elementary School,4490,41.79768534,-87.65989615
609737,Von Steuben HS,Friedrich W von Steuben Metropolitan Science HS,1610,41.80750947,-87.64300315
610366,Wacker,Charles H Wacker Elementary School,8030,41.95682403,-87.64604754
610213,Wadsworth,James Wadsworth Elementary School,6300,41.9716342,-87.72456845
610216,Walsh,John A Walsh Elementary School,6320,41.77347832,-87.60098146
610217,"Ward, J",James Ward Elementary School,6330,41.84092948,-87.7050635
610133,"Ward, L",Laura S Ward Elementary School,5470,41.86023146,-87.69252498
610218,Warren,Joseph Warren Elementary School,6350,41.85483515,-87.64812287
609739,Washington HS,George Washington High School,1630,41.97318445,-87.71342302
610219,"Washington, G",George Washington Elementary School,6360,41.84397943,-87.63539248
610124,"Washington, H",Harold Washington Elementary School,5380,41.98348323,-87.66585056
610220,Waters,Thomas J Waters Elementary School,6370,41.7267624,-87.57538917
610221,Webster,Daniel Webster Elementary School,6380,41.68815893,-87.53601519
609740,Wells HS,Wells Community Academy High School,1640,41.91826756,-87.64604609
610110,"Wells, I",Ida B Wells Preparatory Elementary Academy,5250,41.77416435,-87.67505995
610223,Wentworth,Daniel S Wentworth Elementary School,6390,41.96436597,-87.69129575
610100,West Park,West Park Elementary Academy,5140,41.90618259,-87.72995523
610542,West Ridge,West Ridge Elementary School,8440,41.93493132,-87.77009052
610300,Westcott,Oliver S Westcott Elementary School,7260,41.74718512,-87.62807699
609693,Westinghouse HS,George Westinghouse College Prep,1160,41.91164626,-87.73523685
610225,Whistler,John Whistler Elementary School,6420,41.8699433,-87.72752509
610315,White,Edward White Elementary Career Academy,7440,41.73315975,-87.5895902
610227,Whitney,Eli Whitney Elementary School,6440,41.68390641,-87.65542042
610228,Whittier,John Greenleaf Whittier Elementary School,6450,41.79234667,-87.71095067
610230,Wildwood,Wildwood Elementary School,6470,41.85045345,-87.67339086
610380,"Williams, D",Daniel Hale Williams Prep School of Medicine,7200,41.70531488,-87.62986803
609977,Woodlawn,Woodlawn Community Elementary School,3860,41.89917189,-87.75577653
610345,Woodson,Carter G Woodson South Elementary School,7820,41.94213774,-87.77643154
610392,World Language HS,World Language Academy High School,4460,41.98903319,-87.665188
610234,Yates,Richard Yates Elementary School,6510,42.0075054,-87.77831382
400134,Yccs Chtr - Addams,YCCS-Jane Addams Alternative HS,9051,41.85720811,-87.64485127
400125,Yccs Chtr - Aspira Pantoja,"YCCS-ASPIRA,Antonia Pantoja Alternative HS",9042,41.93791667,-87.72707664
400126,Yccs Chtr - Association House,"YCCS-Association House, El Cuarto Ano HS",9043,41.90157308,-87.70682316
400127,Yccs Chtr - Austin Career,YCCS-Austin Career Education Center HS,9044,41.89494895,-87.76022073
400131,Yccs Chtr - Campos,YCCS-Dr. Pedro Albizu Campos Puerto Rican HS,9601,41.90287714,-87.69600635
400128,Yccs Chtr - Cca Academy,YCCS-CCA Academy HS,9045,41.86519734,-87.72506639
400150,Yccs Chtr - Chatham,YCCS-Chatham Academy HS,9599,41.73013093,-87.60701654
400145,Yccs Chtr - Community Academy,YCCS-Youth Connection Leadership Academy HS,9062,41.83207163,-87.62674478
400123,Yccs Chtr - Community Service,YCCS-Academy of Scholastic Achievement HS,9040,41.88047463,-87.74253943
400129,Yccs Chtr - Houston,YCCS-Charles Hamilton Houston Alternative HS,9046,41.80933055,-87.61651397
400133,Yccs Chtr - Innovations,YCCS-Innovations of Arts Integration HS,9602,41.81181763,-87.63199088
400135,Yccs Chtr - Latino Youth,YCCS-Latino Youth Alternative HS,9052,41.85466393,-87.69546671
400124,Yccs Chtr - Mckinley,YCCS-Ada S. McKinley-Lakeside HS,9041,41.84133169,-87.62529408
400136,Yccs Chtr - Olive Harvey,YCCS-Olive Harvey Middle College HS,9053,41.71292818,-87.59236892
400139,Yccs Chtr - Sullivan,YCCS-Sullivan House Alternative HS,9056,41.74630634,-87.57846626
400141,Yccs Chtr - Truman,YCCS-Truman Middle College HS,9058,41.96532224,-87.6592406
400142,Yccs Chtr - Virtual,YCCS-Virtual HS,9059,41.87628929,-87.67413756
400143,Yccs Chtr - West Town,YCCS-West Town Academy Alternative HS,9603,41.89080647,-87.70201635
400144,Yccs Chtr - Westside Holistic,YCCS-Westside Holistic Leadership Academy HS,9604,41.90226747,-87.74881069
400130,Yccs Chtr - Youth Development,YCCS-Community Youth Development Institute HS,9047,41.75137761,-87.64169455
400087,Yng Women - Chtr Campus,Young Women's Leadership Charter High School,2490,41.84454327,-87.61876049
